sqft,bedrooms,bathrooms,floors,waterfront,view,condition,grade,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,price
3400,6,4.5,1.5,0,0,3,10,1914,0,98117,47.6993,-122.377,3800,5520,1094000
1410,4,2.0,1.0,0,0,3,7,1940,0,98178,47.4712,-122.25,1710,4400,219000
1290,3,1.0,1.5,0,0,4,6,1942,0,98103,47.685,-122.339,1370,9800,280000
3520,7,3.75,1.0,0,0,3,9,1949,0,98004,47.6015,-122.187,4180,11340,1609000
2110,3,2.75,1.0,0,0,4,7,2002,0,98033,47.6625,-122.174,1640,4310,685000
2030,3,2.25,1.0,0,0,4,7,1958,0,98118,47.5312,-122.282,2160,16560,441000
1770,3,2.25,1.5,0,0,4,8,2013,0,98042,47.3796,-122.116,2740,5850,337000
1330,4,1.0,1.0,0,0,4,6,2003,0,98103,47.6783,-122.359,1440,6720,384000
1880,3,2.75,2.0,0,0,3,9,1949,0,98031,47.4095,-122.198,1500,7790,415000
3050,5,4.25,2.0,0,0,3,8,2009,0,98133,47.7225,-122.327,2150,6250,710000
2480,5,3.25,1.0,0,0,4,8,1940,0,98112,47.6261,-122.283,1860,3630,958000
3980,6,4.25,1.0,0,0,5,10,1930,0,98125,47.6971,-122.293,3140,11260,1246000
4480,7,5.0,1.0,0,0,4,12,1974,0,98023,47.2786,-122.358,5500,12830,978000
1890,4,2.75,1.0,0,0,3,8,1959,0,98125,47.716,-122.3,1790,7100,514000
1550,3,2.25,1.5,0,4,4,8,1923,0,98031,47.4245,-122.187,1490,11410,476000
1320,4,1.25,2.0,0,0,2,7,1903,0,98144,47.5805,-122.296,1100,8590,331000
990,3,2.0,1.0,0,0,3,7,1972,0,98199,47.6436,-122.376,1150,10730,333000
2520,5,3.0,2.0,0,0,3,8,1979,0,98004,47.6238,-122.213,1850,7920,1195000
1790,3,1.75,2.0,0,0,1,6,1920,0,98115,47.6798,-122.295,2200,4970,398000
1410,3,2.75,2.0,0,0,3,6,1909,0,98042,47.3738,-122.123,1130,2430,222000
1190,2,2.0,1.0,0,0,3,6,1936,0,98115,47.6681,-122.296,1420,8090,363000
2110,4,2.75,1.0,0,0,3,6,1908,0,98059,47.4984,-122.128,1960,4610,364000
1790,4,2.0,2.0,0,0,4,7,1912,0,98052,47.6876,-122.118,1860,5850,541000
1460,4,2.0,1.0,0,0,4,6,1968,0,98117,47.7035,-122.378,1510,5040,325000
1470,3,2.0,1.0,0,0,4,7,2002,0,98042,47.3691,-122.117,1520,6490,248000
720,3,1.5,1.0,0,0,3,6,1953,0,98103,47.6693,-122.349,600,4340,195000
1920,3,2.5,2.0,0,0,4,8,2011,0,98115,47.6991,-122.292,1490,4390,669000
2680,4,3.75,1.0,0,0,3,9,1922,0,98118,47.5397,-122.249,2430,6580,610000
1740,4,1.75,2.0,0,0,4,6,2009,0,98033,47.6831,-122.173,1810,9080,643000
3390,6,4.25,2.0,0,0,3,10,1944,0,98144,47.568,-122.305,3530,5250,1130000
2540,4,3.25,3.0,0,0,3,8,1904,0,98106,47.5339,-122.347,1570,4000,576000
1430,3,2.0,2.0,0,0,4,6,1958,0,98118,47.5309,-122.279,1380,9940,210000
1840,3,2.75,2.0,0,0,4,8,1984,0,98042,47.3592,-122.099,1380,3540,404000
1370,3,1.5,1.0,0,0,3,5,1929,2006,98106,47.5309,-122.348,1240,6970,245000
2440,4,4.25,2.0,1,4,3,7,2011,0,98199,47.6596,-122.394,1760,8780,1178000
1370,3,1.75,2.0,0,2,4,8,1977,0,98103,47.6527,-122.347,1210,6640,393000
1570,3,2.25,1.0,0,0,3,5,1972,0,98118,47.5436,-122.277,1460,2820,332000
1320,3,1.5,2.0,0,0,4,7,1957,2012,98059,47.4922,-122.137,1150,3490,368000
2040,3,2.25,1.0,0,0,3,8,1900,0,98115,47.6795,-122.29,2260,13400,774000
1150,2,1.5,2.0,0,0,3,5,1944,0,98118,47.5485,-122.29,910,12490,181000
1370,4,1.75,1.0,0,0,3,6,1971,0,98144,47.5758,-122.274,770,8330,342000
1610,4,2.25,1.0,0,0,5,7,2000,0,98115,47.6769,-122.289,1560,3570,647000
2160,5,2.75,2.0,0,0,3,8,1998,0,98033,47.6739,-122.204,1970,5540,983000
3350,6,4.0,2.0,0,0,4,11,1908,0,98023,47.2974,-122.342,2990,3570,708000
2470,4,2.75,2.0,0,0,4,8,1921,0,98106,47.5389,-122.346,2430,4250,430000
1770,4,2.5,2.0,0,0,4,7,1928,0,98052,47.6747,-122.124,2270,5160,594000
1090,2,1.25,1.0,0,0,3,6,1985,0,98004,47.6119,-122.209,910,9610,422000
1330,3,1.75,2.0,0,0,4,6,1943,0,98033,47.6999,-122.194,1340,14090,482000
2840,5,3.5,1.5,0,0,3,7,1913,1990,98103,47.6595,-122.338,2580,8160,706000
1170,2,1.5,1.0,0,0,4,6,1964,0,98106,47.5343,-122.372,1070,15700,229000
1660,4,2.5,1.0,0,0,4,5,2014,0,98059,47.4854,-122.123,1620,5150,389000
1730,4,2.0,1.0,0,0,3,8,1939,1986,98178,47.4962,-122.233,1580,2580,338000
2510,4,3.25,1.0,0,0,3,9,1916,0,98103,47.6713,-122.333,2670,15610,859000
1000,3,1.5,1.0,0,0,3,7,1937,0,98103,47.6764,-122.325,840,4470,278000
3220,5,3.75,2.0,0,4,3,11,1910,0,98199,47.6435,-122.382,3550,10450,1366000
1150,2,1.5,1.0,0,0,3,7,2012,0,98118,47.5468,-122.271,1270,6610,280000
2590,4,3.5,1.0,0,2,3,8,1957,0,98052,47.7005,-122.142,1800,12670,1048000
2580,5,2.75,3.0,0,0,4,9,1982,0,98023,47.3012,-122.361,2650,8320,586000
3370,6,3.75,2.0,0,3,3,8,1987,0,98023,47.3043,-122.371,3940,7470,759000
1150,3,1.5,1.0,0,0,4,6,2005,0,98103,47.6464,-122.339,1110,6180,336000
1220,4,2.0,2.0,0,0,3,5,1978,0,98042,47.3709,-122.123,1150,4970,225000
1520,3,1.5,1.0,0,0,3,7,1950,2008,98125,47.7186,-122.288,1610,8280,381000
1940,4,2.0,1.0,0,0,5,8,1954,0,98115,47.6742,-122.291,1920,8510,813000
1450,3,2.5,2.0,0,0,4,6,1959,2013,98199,47.6416,-122.397,1520,6560,574000
1260,2,2.0,2.0,0,0,5,7,1930,0,98042,47.3965,-122.112,940,5790,251000
1620,4,1.75,2.0,0,0,3,6,1953,0,98059,47.4807,-122.124,1770,5330,406000
2140,4,2.5,2.0,0,0,4,9,1970,0,98133,47.7336,-122.329,2220,6650,604000
1580,3,2.0,1.5,0,0,3,7,1906,0,98125,47.703,-122.282,980,11020,365000
4040,5,4.5,1.0,0,0,3,10,1924,0,98103,47.6694,-122.341,3000,1980,1146000
1920,5,3.0,1.0,0,0,3,7,2004,0,98133,47.7496,-122.345,1670,10230,367000
1750,3,2.5,1.0,0,0,3,6,1999,0,98178,47.5005,-122.257,1870,9160,276000
2030,2,2.75,2.0,0,0,4,7,1914,0,98106,47.5473,-122.366,2780,8470,429000
1510,3,2.0,1.0,0,0,3,6,1978,0,98199,47.6336,-122.408,1470,5270,572000
1490,3,2.25,1.0,0,0,5,7,1962,0,98178,47.4716,-122.257,1650,7080,304000
910,2,1.5,1.0,0,0,3,7,1984,0,98178,47.4803,-122.251,980,14310,206000
1810,4,2.0,1.5,0,0,4,7,1903,1993,98118,47.5242,-122.262,2100,4210,341000
2930,6,3.75,1.5,0,0,3,9,1924,1985,98112,47.6141,-122.321,2440,6750,1047000
2650,5,2.75,1.0,0,0,1,7,1963,0,98033,47.7046,-122.202,3300,29750,800000
560,2,1.0,2.0,0,0,4,6,1960,0,98144,47.5807,-122.289,600,8500,191000
2030,3,2.75,2.0,0,0,3,9,1921,0,98031,47.434,-122.192,1860,12050,423000
5140,7,5.5,1.0,0,0,4,12,1904,0,98117,47.6903,-122.367,4480,5400,2174000
3000,5,3.0,2.0,0,0,3,8,1923,0,98178,47.5146,-122.238,1850,10350,587000
890,2,1.0,1.0,0,0,3,6,1975,0,98118,47.5413,-122.275,700,22650,149000
2740,6,2.75,1.0,0,0,4,9,2009,0,98059,47.4879,-122.133,2530,7050,657000
1300,3,2.25,1.0,0,0,3,7,1988,0,98031,47.4374,-122.199,1360,5210,270000
1930,5,2.5,1.0,0,0,4,8,1948,2006,98033,47.689,-122.202,1730,2730,872000
1830,3,2.5,2.0,0,0,3,5,2007,0,98023,47.3026,-122.363,1410,12520,212000
3110,5,4.5,2.0,0,0,3,9,1977,0,98112,47.622,-122.311,2010,12010,1628000
1570,4,1.5,1.0,0,3,3,7,1991,0,98133,47.737,-122.33,1540,10870,361000
1240,3,2.0,1.0,0,0,4,7,1901,0,98144,47.587,-122.289,1120,22960,394000
1870,4,2.0,1.0,0,0,3,6,2008,0,98052,47.7083,-122.124,1370,2480,578000
2500,6,2.75,2.0,0,0,4,7,1951,0,98115,47.6744,-122.297,2440,9770,749000
4270,7,5.5,1.5,0,0,2,11,1913,0,98118,47.5409,-122.26,3870,9720,1075000
1430,3,1.5,1.5,0,0,3,8,1941,0,98112,47.653,-122.296,940,9640,711000
1640,3,1.75,2.0,0,0,4,7,1975,0,98115,47.6833,-122.316,1800,15030,653000
2400,4,3.0,2.0,1,4,3,9,1979,0,98106,47.5306,-122.358,2260,7840,1074000
1260,3,2.0,2.0,0,0,5,8,1934,0,98112,47.6559,-122.312,640,12640,670000
1830,4,2.25,2.0,0,0,4,5,1909,0,98052,47.7012,-122.123,1820,12660,498000
2180,3,2.5,2.0,0,0,3,8,1906,2006,98133,47.7389,-122.333,1550,1960,659000
1410,2,1.5,1.0,0,0,3,7,1980,0,98133,47.7397,-122.339,1430,5910,289000
1120,2,1.5,1.0,0,0,4,5,1983,0,98115,47.6837,-122.304,1290,18440,274000
1670,3,1.5,2.0,0,0,3,7,1916,0,98023,47.3097,-122.349,1280,6310,317000
1450,4,1.75,2.0,0,0,4,7,1918,0,98031,47.4244,-122.182,1260,8460,314000
1860,5,2.25,1.0,0,0,5,7,1951,0,98144,47.5976,-122.294,1290,22650,526000
1350,3,2.0,3.0,0,0,3,7,2013,0,98133,47.731,-122.339,1380,7520,271000
1810,3,3.0,1.0,0,0,4,8,1921,0,98115,47.7024,-122.324,1600,7070,667000
1920,3,2.0,1.0,0,0,3,10,1944,0,98059,47.4794,-122.14,1720,10570,669000
3380,7,3.5,2.0,0,0,3,9,2009,0,98059,47.4711,-122.12,3010,5480,739000
2280,4,3.5,2.0,0,0,3,7,1972,0,98112,47.6407,-122.305,2510,8440,943000
850,2,1.0,3.0,0,3,4,7,1973,0,98199,47.655,-122.414,910,6320,343000
1460,4,1.75,2.0,0,1,4,7,2008,0,98103,47.6716,-122.327,1050,11200,493000
2660,5,3.25,2.0,0,0,3,9,1909,0,98052,47.6764,-122.122,2330,9330,1079000
4390,6,4.75,1.0,0,0,1,10,2011,0,98199,47.6711,-122.42,3980,4160,1396000
2430,5,2.75,2.0,0,0,3,8,1921,0,98033,47.6884,-122.189,2240,7620,1153000
2520,5,3.25,2.0,0,0,4,9,1995,0,98117,47.6958,-122.38,2260,7640,783000
1890,4,2.0,2.0,0,0,3,6,1942,0,98125,47.7211,-122.311,1290,10150,329000
1290,3,2.0,2.0,0,0,4,7,1973,1985,98178,47.5085,-122.245,1590,12780,267000
1810,5,1.75,1.0,0,0,3,8,1949,0,98125,47.7225,-122.305,1740,17340,508000
1510,2,2.0,1.0,0,0,4,7,1976,0,98052,47.6821,-122.114,1820,8350,598000
1810,4,2.25,2.0,0,0,4,7,1907,0,98144,47.5762,-122.295,1630,10090,403000
2060,4,3.0,2.0,0,0,3,8,1962,0,98199,47.6312,-122.378,2150,7370,740000
1470,3,2.75,1.0,0,0,4,6,1917,0,98042,47.3636,-122.112,1330,4420,366000
3550,5,4.5,1.0,0,0,3,10,1926,0,98144,47.5892,-122.296,3340,21980,1017000
2360,4,3.25,1.5,0,0,3,7,1950,0,98023,47.2834,-122.356,2250,5650,366000
1760,4,2.75,1.0,0,1,3,7,1953,0,98125,47.7213,-122.3,1710,2500,393000
1300,4,2.75,1.0,0,0,3,6,1925,0,98106,47.5476,-122.368,1350,13800,204000
3180,5,4.0,2.0,0,2,3,9,1905,0,98178,47.4953,-122.254,3600,17750,725000
2290,5,2.75,1.5,0,0,3,8,1925,0,98112,47.6324,-122.313,1550,6700,949000
2330,4,3.0,2.0,0,0,3,8,1945,0,98031,47.4181,-122.219,1780,4790,483000
2220,5,2.25,2.0,0,0,3,8,2012,0,98103,47.6862,-122.346,1580,8070,780000
1260,4,1.25,1.0,0,0,3,6,1976,0,98199,47.6617,-122.427,1400,4790,516000
1300,2,1.75,1.0,0,0,3,8,1926,0,98112,47.6312,-122.304,1060,6300,621000
2190,4,3.0,2.0,0,0,3,8,1940,0,98106,47.5254,-122.341,1310,11580,425000
1110,3,1.75,2.0,0,0,4,6,1954,0,98103,47.6622,-122.365,890,4500,251000
2780,5,2.75,1.5,0,0,3,9,1901,0,98125,47.7354,-122.303,3030,5060,762000
1360,3,2.0,1.0,0,0,4,7,1901,0,98103,47.6731,-122.343,1490,3800,391000
2720,5,3.5,1.0,0,0,3,8,1915,0,98023,47.3169,-122.384,2490,4620,401000
1620,3,1.25,2.0,0,0,3,7,1904,0,98059,47.4633,-122.15,1280,4590,319000
1300,3,1.5,1.0,0,0,3,5,1949,0,98103,47.6897,-122.352,1270,15620,366000
2080,3,2.5,1.0,0,0,3,7,1957,0,98033,47.6646,-122.202,2300,3980,844000
1890,4,2.5,1.0,0,0,5,7,2005,0,98199,47.6391,-122.401,1860,8270,611000
1230,4,1.25,1.0,0,0,3,7,1908,0,98199,47.6623,-122.411,1210,8670,457000
2440,3,2.5,1.5,1,4,3,8,1919,0,98106,47.5344,-122.361,2910,4950,882000
2100,3,3.0,2.0,0,0,3,8,1959,0,98115,47.6708,-122.306,2450,5500,774000
3330,6,4.0,1.0,0,0,4,10,1925,0,98052,47.6575,-122.131,2430,8910,1280000
3550,6,4.5,1.5,0,0,4,11,1979,0,98103,47.6754,-122.339,4230,2620,1144000
2280,3,3.0,2.0,0,0,3,7,1956,0,98031,47.4274,-122.184,1530,8110,341000
1470,2,2.0,2.0,0,0,3,7,1999,0,98199,47.657,-122.386,1390,4860,441000
880,1,1.0,1.0,0,0,3,5,1912,0,98178,47.512,-122.244,750,4940,167000
1370,2,1.5,1.0,0,0,3,6,2011,0,98042,47.368,-122.112,1360,5300,223000
2870,5,3.5,3.0,0,2,3,9,1966,0,98178,47.4886,-122.228,2660,14300,722000
5520,7,5.5,2.0,0,0,3,12,2006,0,98178,47.5096,-122.233,3440,4060,1245000
2210,6,2.0,1.0,0,0,3,7,1957,1999,98004,47.6075,-122.19,1730,3520,1374000
1890,3,2.25,1.0,0,0,4,8,1917,0,98042,47.3582,-122.108,1300,5410,306000
4960,7,5.5,2.0,0,2,4,12,2009,0,98023,47.3145,-122.38,4790,3210,1631000
1530,3,1.75,2.0,0,0,3,7,1988,0,98115,47.7026,-122.31,1340,9710,403000
3050,5,4.25,1.0,0,1,4,9,1986,0,98004,47.5945,-122.199,2690,4680,1737000
2100,4,2.5,3.0,0,0,3,8,1994,0,98199,47.6511,-122.395,1990,9600,873000
2160,5,2.75,2.0,0,0,4,9,2011,0,98023,47.3064,-122.361,1700,14740,464000
2500,6,2.75,2.0,0,0,4,7,1959,0,98031,47.4131,-122.202,1690,21570,374000
770,1,0.75,1.0,0,0,2,5,2011,0,98112,47.6299,-122.311,690,2500,333000
710,2,1.25,2.0,0,0,3,5,1971,0,98125,47.7123,-122.297,840,3710,196000
1670,3,2.25,1.0,0,0,3,7,1901,0,98031,47.3995,-122.192,2160,7590,335000
1500,2,2.25,1.5,0,0,4,6,1978,1998,98117,47.6878,-122.371,1650,6800,388000
2050,4,2.25,1.5,0,0,3,8,2002,0,98125,47.7014,-122.287,1970,20960,574000
1670,3,2.25,3.0,0,0,3,7,1986,0,98106,47.511,-122.342,1510,8050,395000
2160,4,3.0,2.0,0,0,3,7,1970,0,98178,47.51,-122.217,1980,8450,354000
1120,3,1.5,1.0,0,0,3,5,1971,0,98033,47.6777,-122.209,740,13270,314000
2060,3,2.25,1.0,0,2,3,7,1930,0,98103,47.6771,-122.336,1590,2900,766000
2240,5,2.5,2.0,0,0,3,7,1952,0,98178,47.511,-122.253,1630,2490,500000
1380,4,1.5,1.0,0,0,4,6,1977,0,98125,47.7064,-122.313,1170,10890,338000
1780,3,1.75,1.5,0,0,3,6,1962,0,98059,47.4817,-122.12,1160,7940,363000
1870,5,2.75,1.0,0,0,3,7,1909,0,98144,47.5895,-122.288,1360,4940,467000
2620,5,2.75,2.0,0,0,3,10,1948,0,98023,47.3139,-122.391,2360,5780,516000
2110,4,2.5,1.0,0,0,4,7,2008,0,98106,47.5427,-122.328,2090,12440,479000
2130,4,3.25,1.5,0,0,3,8,1921,0,98199,47.6478,-122.391,2230,4920,764000
2400,4,2.75,1.5,0,0,4,8,1904,0,98115,47.6883,-122.309,2570,7250,1076000
1070,3,2.0,1.0,0,0,3,7,1965,1985,98115,47.658,-122.294,780,15010,507000
940,3,1.5,1.0,0,0,4,5,1946,0,98106,47.5389,-122.353,610,7320,162000
1240,2,1.25,2.0,0,0,3,7,1934,0,98125,47.7048,-122.288,1060,11590,312000
3290,6,3.75,2.0,0,0,3,9,1942,0,98199,47.6641,-122.405,2920,5450,1083000
1260,2,1.5,2.0,0,0,3,8,1933,0,98059,47.4909,-122.143,1170,17090,327000
2210,4,2.25,1.0,0,0,3,8,2012,0,98059,47.4813,-122.126,2230,15050,612000
1660,3,1.25,2.0,0,0,3,8,1924,0,98031,47.4273,-122.184,1300,4920,372000
2600,4,3.0,2.0,0,3,4,8,1934,0,98144,47.5952,-122.291,2500,11650,688000
2060,3,1.75,1.0,0,0,3,7,2011,0,98133,47.7312,-122.35,2660,3300,363000
2460,3,3.0,1.5,0,0,4,8,1952,0,98125,47.7043,-122.285,2380,8850,586000
2130,5,3.5,1.0,0,0,3,6,1920,0,98199,47.6529,-122.399,1380,6370,607000
1210,3,2.0,1.0,0,0,4,5,1972,0,98031,47.4203,-122.203,1280,6600,224000
1720,4,2.0,2.0,0,0,2,6,1991,0,98133,47.7272,-122.354,1150,7930,454000
1790,4,2.75,2.0,0,0,4,6,1982,0,98052,47.6748,-122.118,1890,9120,604000
3860,6,4.25,1.0,0,0,4,10,1943,0,98031,47.4044,-122.185,3050,11670,924000
3540,5,4.75,1.0,0,0,3,10,1947,0,98023,47.3088,-122.344,3800,5320,864000
2150,4,3.0,2.0,0,2,3,8,1990,0,98004,47.6238,-122.216,2160,10890,1104000
2950,6,3.5,1.0,0,0,4,8,1927,0,98106,47.5225,-122.366,2560,9880,630000
2920,5,3.5,2.0,0,2,3,9,1936,0,98118,47.516,-122.296,2770,11640,684000
2810,5,4.0,2.0,0,0,3,8,1921,0,98042,47.352,-122.111,2490,3750,457000
1330,3,1.25,2.0,0,0,5,7,1971,0,98059,47.4892,-122.146,900,3620,461000
1080,3,1.5,1.0,1,4,3,6,1930,0,98031,47.4325,-122.196,730,4350,447000
1590,3,2.0,3.0,0,0,3,7,1952,0,98042,47.3898,-122.098,1550,2950,306000
1580,2,2.25,3.0,0,0,3,8,1948,0,98106,47.5376,-122.346,1740,11180,398000
1620,3,1.75,2.0,0,0,3,7,1963,0,98042,47.3465,-122.123,1560,12400,267000
1820,4,2.25,2.0,0,0,4,7,1995,0,98004,47.6071,-122.234,1100,8810,938000
2170,4,2.5,2.0,0,0,4,8,2013,0,98144,47.5886,-122.294,2000,7190,850000
3360,5,4.25,2.0,0,0,4,9,2009,0,98178,47.4825,-122.232,2460,5460,604000
1690,3,2.25,3.0,0,0,4,7,2010,0,98199,47.6837,-122.389,1670,5860,554000
2210,4,3.25,1.0,0,0,4,7,1938,0,98117,47.6896,-122.359,770,18160,699000
2410,5,3.25,1.0,0,0,4,8,1965,0,98059,47.4763,-122.146,2590,3150,549000
2330,4,3.25,1.0,0,0,3,8,2001,0,98042,47.3634,-122.095,2250,10040,405000
1710,4,2.25,1.0,0,0,3,6,2013,0,98112,47.6077,-122.31,1480,11950,668000
2640,5,3.25,2.0,0,0,3,9,1907,0,98031,47.3911,-122.171,2720,5080,515000
2870,7,3.25,1.0,0,0,3,8,2013,0,98118,47.5305,-122.27,3410,8230,774000
3250,5,4.25,3.0,0,0,3,9,1912,0,98023,47.306,-122.348,2840,4980,574000
2090,4,2.5,1.0,0,0,3,6,1902,0,98115,47.6665,-122.297,2000,11180,553000
1580,1,2.25,1.0,0,0,3,7,2009,0,98199,47.6425,-122.38,1150,5130,555000
2350,6,3.5,2.0,0,0,3,8,1952,0,98023,47.3022,-122.362,2520,4270,451000
1610,4,2.0,1.0,0,0,3,8,1980,0,98031,47.4229,-122.211,1410,5760,271000
3710,7,4.75,1.0,0,0,4,10,1958,0,98199,47.6474,-122.398,2780,5460,1698000
2780,4,3.5,1.5,0,0,3,8,1973,2002,98103,47.6823,-122.334,1190,13010,923000
2050,4,2.0,2.0,0,0,4,9,1929,0,98033,47.688,-122.205,1610,6750,1137000
2930,5,3.25,1.0,0,0,3,8,1939,0,98133,47.7306,-122.356,2220,3540,594000
2000,3,2.25,1.5,0,1,3,7,1945,0,98115,47.6719,-122.29,2130,9810,669000
1040,2,1.0,1.0,0,0,3,7,2007,0,98144,47.598,-122.283,1070,4400,357000
1630,4,1.75,1.0,0,0,4,6,1920,0,98115,47.6776,-122.31,1340,10410,476000
1380,2,1.5,2.0,0,0,4,7,2013,0,98042,47.36,-122.104,1440,5970,271000
2450,5,3.0,1.0,0,0,3,7,1920,0,98118,47.5287,-122.279,2580,8200,396000
2260,4,2.0,1.0,0,0,3,8,1938,0,98004,47.5971,-122.21,2070,6500,923000
1890,4,2.0,1.0,0,0,3,9,1935,0,98178,47.4891,-122.236,1260,5890,467000
1510,3,1.75,1.0,0,0,4,7,1974,0,98004,47.6103,-122.209,1270,6220,658000
1500,4,1.75,1.5,0,0,3,6,2011,0,98042,47.3813,-122.152,1500,11590,220000
1240,3,1.5,1.5,0,3,3,7,1926,0,98117,47.6973,-122.375,1450,8010,455000
2130,3,2.5,2.0,0,0,4,7,1962,0,98133,47.7335,-122.352,1470,18230,465000
2310,4,3.0,1.0,0,0,2,9,1950,0,98112,47.6229,-122.318,2330,10110,1268000
1860,3,2.25,1.0,0,0,4,8,2015,0,98117,47.6888,-122.394,2020,8050,822000
2080,5,2.5,2.0,0,0,3,7,1910,2013,98023,47.2921,-122.361,2480,11370,336000
2050,4,2.75,1.0,0,0,4,8,1930,0,98144,47.5903,-122.295,2580,5190,497000
1920,4,2.5,1.0,0,0,3,6,1927,0,98178,47.4974,-122.245,1530,8440,324000
1370,2,2.25,1.5,0,0,5,6,1950,0,98059,47.4828,-122.141,1450,9010,327000
1380,4,1.25,1.0,0,0,3,6,1923,0,98042,47.3768,-122.107,1250,3630,262000
1180,3,1.25,1.0,0,0,3,7,1954,0,98031,47.3919,-122.169,1020,12390,236000
6220,7,5.5,1.0,0,0,3,12,1965,0,98199,47.6609,-122.414,5500,2900,2790000
2120,3,2.25,2.0,0,0,4,8,1983,0,98106,47.5378,-122.323,2140,9330,588000
1600,2,2.25,2.0,0,0,3,8,1939,0,98042,47.3669,-122.1,1570,6330,304000
1570,3,1.5,1.5,0,0,3,6,1910,0,98117,47.6819,-122.405,1390,8590,404000
1980,3,2.25,1.0,0,0,4,7,1932,0,98059,47.4834,-122.138,1770,7360,447000
2220,5,3.0,1.0,0,0,2,6,1937,0,98004,47.6003,-122.192,2640,5610,812000
1760,3,1.75,2.0,0,0,5,7,1938,1986,98004,47.6153,-122.201,790,10020,970000
1170,2,1.5,2.0,0,0,4,6,1951,0,98042,47.3658,-122.12,1050,10540,248000
2210,3,3.0,2.0,0,0,3,8,1956,0,98118,47.5477,-122.278,2050,10490,516000
2510,4,3.0,1.0,0,0,3,8,1986,0,98106,47.5419,-122.339,3050,5610,659000
2430,4,2.5,1.0,0,0,4,7,1996,0,98031,47.3954,-122.197,1270,4760,463000
1510,3,1.5,1.0,0,0,3,6,1944,0,98144,47.5948,-122.293,1030,3700,392000
2160,4,3.5,1.0,0,0,3,7,1931,0,98144,47.5705,-122.286,1660,7730,481000
1310,3,2.25,2.0,0,0,4,6,1917,0,98117,47.6759,-122.372,1420,9840,331000
2040,3,2.25,1.0,0,0,1,7,1900,0,98199,47.6562,-122.386,1960,5220,700000
2640,5,3.5,1.0,0,0,4,9,1983,0,98004,47.6267,-122.214,2700,5510,1577000
2180,5,3.25,2.0,0,0,3,7,1911,0,98118,47.5523,-122.266,2050,9250,382000
2420,4,3.0,1.0,0,0,3,8,1937,0,98112,47.6348,-122.295,2480,8450,849000
1620,3,2.0,1.0,0,0,3,8,1964,0,98199,47.6606,-122.411,1410,3980,536000
3440,7,4.5,2.0,0,0,4,10,1948,0,98125,47.7164,-122.28,2890,13890,1036000
4280,7,5.5,1.0,0,0,3,11,1969,0,98144,47.5875,-122.302,4050,13970,1646000
3390,6,3.0,1.0,0,0,3,9,1938,0,98199,47.6447,-122.396,2810,13130,1129000
2420,5,2.75,1.5,0,2,3,9,1957,0,98133,47.7314,-122.352,1650,16440,721000
2530,3,2.75,1.0,0,0,3,7,1945,0,98133,47.7325,-122.362,2540,4310,503000
2550,3,2.0,2.0,0,0,3,8,1965,0,98125,47.6891,-122.317,2170,3660,692000
2060,4,3.0,1.0,0,0,3,6,1920,0,98125,47.7036,-122.315,2540,4380,409000
1900,4,2.25,2.0,0,0,3,7,1965,0,98125,47.7199,-122.291,1260,14280,486000
1660,4,2.25,2.0,0,0,4,7,1946,0,98059,47.5015,-122.115,1470,3450,422000
1570,5,2.5,2.0,0,0,3,7,1953,0,98125,47.6903,-122.286,1920,6310,394000
2900,6,3.75,1.0,0,0,3,8,1922,0,98178,47.5078,-122.257,1710,10200,439000
1360,3,1.5,1.0,0,0,3,6,1962,0,98125,47.7026,-122.292,1020,9750,340000
1930,3,2.75,1.0,0,0,3,7,1952,0,98059,47.455,-122.113,2010,6290,494000
1170,2,1.5,2.0,0,0,4,8,1932,0,98042,47.3787,-122.115,980,7720,272000
1490,4,2.25,2.0,0,0,4,8,1996,0,98023,47.3401,-122.36,1310,3580,280000
830,3,1.5,1.0,0,0,3,5,1949,0,98031,47.4109,-122.175,910,12140,131000
1280,2,2.25,1.5,0,0,4,5,1958,0,98144,47.6011,-122.315,1280,4020,319000
1380,4,1.25,2.0,0,0,3,7,2011,0,98178,47.5049,-122.253,1120,3850,220000
890,1,1.25,2.0,0,0,3,6,1906,0,98117,47.7039,-122.384,690,6720,255000
3270,6,4.5,2.0,0,0,5,11,1981,0,98052,47.685,-122.108,3840,12950,1478000
1320,4,2.0,1.0,0,0,4,6,1910,0,98125,47.736,-122.287,880,6380,324000
2290,5,2.75,2.0,0,0,4,8,1923,0,98023,47.2923,-122.379,1800,4000,364000
1590,4,2.0,1.0,0,0,3,7,2015,0,98004,47.5993,-122.22,1520,11900,835000
2060,3,3.0,1.0,0,0,4,7,1973,0,98042,47.361,-122.123,1970,8570,383000
880,2,1.25,1.0,0,2,3,8,2000,0,98112,47.6239,-122.319,840,5090,620000
1500,4,1.75,2.0,0,0,4,7,2014,0,98178,47.4906,-122.258,1400,3880,314000
2170,5,2.0,2.0,0,0,4,8,1965,0,98052,47.65,-122.125,1640,9260,1031000
1420,3,2.0,2.0,0,3,3,8,2014,0,98144,47.582,-122.295,1420,11370,422000
3490,7,4.25,1.0,0,0,4,9,1989,0,98052,47.6911,-122.125,2800,2810,1072000
1360,3,1.5,1.0,0,0,3,5,1950,0,98117,47.6741,-122.393,1530,6260,349000
1440,3,1.5,2.0,0,0,3,7,1972,0,98023,47.2903,-122.344,1200,14740,318000
