tenure,monthly_charges,total_charges,contract_type,payment_method,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,gender,senior_citizen,partner,dependents,phone_service,multiple_lines,churn
17,75.27,1295.62,Month-to-month,Electronic check,DSL,Yes,No,No,No,Yes,Yes,Female,0,No,No,Yes,Yes,1
23,79.09,1772.09,Month-to-month,Mailed check,Fiber optic,No,Yes,No,Yes,No,No,Female,0,No,No,Yes,No,1
36,80.18,2968.74,Month-to-month,Electronic check,Fiber optic,No,No,No,Yes,No,No,Male,0,No,No,Yes,Yes,0
22,20.3,440.69,Month-to-month,Bank transfer,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,No,Yes,Yes,No,0
13,93.32,1250.45,One year,Electronic check,Fiber optic,Yes,Yes,No,Yes,No,Yes,Male,0,Yes,No,Yes,No,0
53,20.14,1112.34,One year,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,No,Yes,No,No phone service,0
14,60.22,845.76,Two year,Mailed check,DSL,No,Yes,No,Yes,Yes,No,Male,0,No,Yes,Yes,No,0
37,68.71,2662.46,Month-to-month,Bank transfer,Fiber optic,No,Yes,No,No,No,No,Female,0,No,No,Yes,No,1
52,83.49,4326.65,Two year,Bank transfer,Fiber optic,Yes,No,No,No,No,Yes,Female,0,No,No,Yes,No,0
34,20.07,685.89,Month-to-month,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,Yes,No,No,No phone service,1
24,55.58,1336.78,Two year,Electronic check,DSL,No,Yes,Yes,No,No,No,Female,0,No,No,Yes,No,0
6,72.33,415.08,One year,Electronic check,DSL,No,No,No,Yes,Yes,Yes,Male,0,No,No,Yes,No,0
36,21.38,781.12,One year,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,1,No,Yes,Yes,No,0
39,87.66,3370.17,Month-to-month,Electronic check,Fiber optic,No,Yes,No,No,No,Yes,Male,0,No,No,Yes,Yes,0
26,93.06,2525.68,Month-to-month,Bank transfer,Fiber optic,Yes,Yes,No,Yes,No,Yes,Female,0,Yes,Yes,Yes,No,0
30,32.06,936.43,Month-to-month,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,Yes,No,Yes,Yes,0
13,84.69,1065.36,Month-to-month,Electronic check,Fiber optic,No,No,Yes,No,Yes,No,Male,0,Yes,Yes,Yes,No,0
64,86.08,5563.57,Two year,Credit card,Fiber optic,No,No,Yes,No,Yes,No,Female,0,No,No,Yes,No,0
10,83.91,828.72,One year,Electronic check,Fiber optic,No,Yes,Yes,No,No,No,Female,0,Yes,No,Yes,Yes,1
14,21.23,299.69,Month-to-month,Credit card,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,Yes,No,Yes,Yes,1
8,61.68,501.45,Month-to-month,Credit card,DSL,Yes,No,No,No,No,Yes,Male,0,No,Yes,Yes,Yes,0
23,49.33,1102.27,Month-to-month,Bank transfer,DSL,No,Yes,Yes,No,No,No,Male,0,No,No,Yes,No,1
10,85.02,810.87,One year,Credit card,Fiber optic,No,Yes,No,No,No,Yes,Female,0,No,No,Yes,No,0
37,89.32,3276.98,One year,Electronic check,Fiber optic,Yes,No,Yes,No,Yes,No,Male,0,No,No,Yes,No,0
26,78.03,1998.91,Month-to-month,Mailed check,Fiber optic,No,Yes,No,No,No,No,Female,0,No,No,Yes,No,1
20,21.1,434.68,Month-to-month,Credit card,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,Yes,Yes,Yes,No,0
9,19.82,186.15,Two year,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,Yes,Yes,Yes,Yes,0
8,86.73,711.06,Month-to-month,Bank transfer,Fiber optic,No,No,Yes,Yes,No,Yes,Male,1,No,No,Yes,No,1
5,25.61,132.91,Month-to-month,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,Yes,Yes,Yes,Yes,0
39,20.72,844.95,Month-to-month,Credit card,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,Yes,No,Yes,Yes,0
21,15.35,320.28,One year,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,Yes,No,Yes,No,1
12,90.99,1075.29,Month-to-month,Mailed check,Fiber optic,No,No,No,Yes,Yes,No,Female,0,No,Yes,Yes,Yes,0
5,57.31,272.31,Month-to-month,Mailed check,DSL,No,No,Yes,No,No,No,Female,0,Yes,No,Yes,Yes,0
39,81.33,3238.12,Month-to-month,Credit card,Fiber optic,No,Yes,No,No,No,No,Male,0,Yes,Yes,Yes,Yes,1
57,72.79,3999.46,Two year,Bank transfer,Fiber optic,No,Yes,No,No,No,No,Female,0,Yes,No,Yes,No,0
15,64.01,960.09,Month-to-month,Credit card,DSL,Yes,No,Yes,No,No,No,Female,0,No,No,Yes,Yes,0
6,88.82,507.18,Two year,Mailed check,Fiber optic,Yes,No,No,Yes,No,Yes,Male,0,No,No,Yes,No,1
30,88.98,2552.64,Month-to-month,Bank transfer,Fiber optic,No,No,No,No,No,Yes,Male,1,No,No,Yes,Yes,1
64,24.88,1548.89,Two year,Credit card,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,No,No,Yes,No,0
35,102.82,3640.04,Month-to-month,Credit card,Fiber optic,Yes,No,Yes,Yes,Yes,No,Female,0,Yes,Yes,Yes,Yes,0
37,48.26,1707.03,Month-to-month,Bank transfer,DSL,Yes,No,No,No,No,No,Female,0,No,No,No,No phone service,0
11,79.58,918.98,Two year,Bank transfer,Fiber optic,No,No,No,No,Yes,No,Male,0,Yes,Yes,Yes,No,0
21,53.52,1115.97,Month-to-month,Mailed check,DSL,No,No,No,No,No,Yes,Male,0,Yes,No,Yes,No,0
27,53.35,1460.96,Two year,Credit card,DSL,Yes,No,No,No,No,No,Male,0,Yes,No,Yes,No,0
26,101.98,2627.65,Month-to-month,Credit card,Fiber optic,Yes,Yes,No,No,Yes,Yes,Female,1,No,No,Yes,Yes,1
9,101.43,882.5,Month-to-month,Bank transfer,Fiber optic,No,Yes,Yes,Yes,No,Yes,Female,0,Yes,Yes,Yes,Yes,1
4,67.59,269.06,Month-to-month,Bank transfer,DSL,No,No,Yes,No,Yes,Yes,Female,0,Yes,No,Yes,No,0
11,81.63,901.52,Two year,Credit card,DSL,Yes,Yes,Yes,Yes,Yes,No,Female,0,No,No,Yes,Yes,0
39,19.69,764.57,Month-to-month,Credit card,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,Yes,No,Yes,No,0
37,57.52,2056.71,Month-to-month,Electronic check,DSL,No,No,Yes,No,Yes,No,Male,0,Yes,No,Yes,No,0
6,55.14,317.18,Month-to-month,Credit card,DSL,Yes,Yes,No,Yes,No,No,Male,1,Yes,No,No,No phone service,0
23,16.42,377.11,Month-to-month,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,Yes,No,Yes,No,1
17,74.05,1236.95,One year,Credit card,Fiber optic,No,No,No,Yes,No,No,Male,0,Yes,No,Yes,Yes,0
30,85.59,2491.28,Month-to-month,Credit card,Fiber optic,No,Yes,No,No,No,Yes,Male,0,No,No,Yes,No,0
31,62.03,1913.98,Month-to-month,Mailed check,DSL,Yes,No,Yes,No,No,No,Male,0,No,Yes,Yes,Yes,0
10,66.3,641.12,Month-to-month,Credit card,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,Yes,No,0
15,66.17,954.59,One year,Bank transfer,DSL,No,No,No,No,Yes,Yes,Male,0,No,No,Yes,Yes,0
13,95.84,1233.68,One year,Bank transfer,Fiber optic,No,Yes,No,No,Yes,Yes,Female,0,No,Yes,Yes,No,0
30,22.52,645.06,Month-to-month,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,1,No,No,Yes,No,0
16,19.89,325.11,Month-to-month,Bank transfer,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,1,Yes,No,Yes,No,0
61,50.34,3016.88,One year,Bank transfer,DSL,No,No,Yes,No,No,No,Male,0,No,No,Yes,No,0
67,56.08,3611.94,Two year,Credit card,DSL,No,No,Yes,No,No,No,Male,1,Yes,No,Yes,Yes,0
30,80.15,2438.08,Two year,Mailed check,Fiber optic,No,No,No,No,No,Yes,Male,0,No,Yes,Yes,No,0
6,96.5,584.73,Month-to-month,Bank transfer,Fiber optic,No,No,Yes,Yes,Yes,No,Female,0,Yes,Yes,Yes,Yes,1
3,24.35,69.76,Month-to-month,Credit card,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,Yes,No,Yes,Yes,0
8,87.09,730.74,Month-to-month,Mailed check,Fiber optic,Yes,Yes,No,Yes,No,No,Male,0,No,No,Yes,No,0
10,86.28,822.08,One year,Electronic check,Fiber optic,No,Yes,Yes,No,Yes,No,Female,0,Yes,No,Yes,No,0
14,73.23,1036.19,Month-to-month,Bank transfer,DSL,No,Yes,Yes,Yes,Yes,No,Male,0,No,Yes,Yes,Yes,0
26,72.82,1942.56,Month-to-month,Electronic check,DSL,No,No,Yes,No,Yes,Yes,Female,0,No,Yes,Yes,Yes,0
16,81.76,1294.21,Month-to-month,Mailed check,Fiber optic,Yes,No,Yes,No,No,No,Female,0,No,Yes,Yes,No,0
46,87.2,4144.83,One year,Electronic check,Fiber optic,No,No,No,No,Yes,Yes,Male,0,No,No,Yes,No,0
54,15.58,819.08,One year,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,1,Yes,No,Yes,No,0
7,59.95,401.65,Month-to-month,Bank transfer,DSL,No,No,Yes,No,No,Yes,Male,1,No,No,Yes,No,0
23,72.53,1632.52,Month-to-month,Credit card,Fiber optic,Yes,No,No,No,No,No,Male,0,Yes,Yes,Yes,No,1
37,81.52,3138.51,Month-to-month,Bank transfer,Fiber optic,No,Yes,No,No,No,No,Male,0,No,No,Yes,Yes,1
71,91.48,6655.01,One year,Electronic check,Fiber optic,Yes,Yes,Yes,No,No,Yes,Male,0,No,No,Yes,No,0
23,96.11,2130.43,Month-to-month,Electronic check,Fiber optic,Yes,No,Yes,Yes,No,Yes,Male,0,No,No,No,No phone service,1
26,70.54,1850.91,Month-to-month,Bank transfer,DSL,No,No,No,No,Yes,Yes,Female,0,Yes,No,Yes,Yes,0
5,70.55,365.42,Month-to-month,Electronic check,DSL,No,Yes,No,No,Yes,Yes,Male,1,Yes,Yes,Yes,No,1
2,15.24,29.77,Month-to-month,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,No,No,Yes,No,1
21,87.44,1818.9,Month-to-month,Electronic check,Fiber optic,Yes,No,No,No,No,Yes,Male,0,Yes,Yes,No,No phone service,1
20,83.34,1640.04,Month-to-month,Credit card,Fiber optic,Yes,Yes,Yes,No,No,No,Female,0,No,No,No,No phone service,1
10,25.1,249.0,Two year,Credit card,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,1,Yes,No,Yes,Yes,0
30,18.15,562.71,Two year,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,Yes,No,Yes,No,0
45,19.76,847.02,Two year,Bank transfer,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,No,Yes,Yes,Yes,0
38,69.92,2530.36,Month-to-month,Bank transfer,DSL,No,Yes,No,No,No,Yes,Male,0,Yes,No,Yes,Yes,1
60,83.97,5086.84,Two year,Bank transfer,Fiber optic,No,No,No,Yes,Yes,No,Male,0,Yes,No,Yes,No,0
22,82.28,1791.15,Two year,Bank transfer,Fiber optic,No,No,No,No,No,Yes,Female,0,No,Yes,Yes,No,0
52,88.2,4686.15,Two year,Electronic check,Fiber optic,No,No,Yes,No,Yes,No,Female,0,No,Yes,Yes,Yes,0
65,85.37,5612.52,One year,Credit card,Fiber optic,Yes,No,No,Yes,No,Yes,Female,0,No,No,Yes,No,0
17,57.75,944.35,Month-to-month,Electronic check,DSL,No,Yes,No,No,No,No,Female,1,Yes,No,Yes,Yes,0
32,26.24,838.85,Two year,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,No,No,Yes,Yes,0
4,59.32,238.92,Month-to-month,Bank transfer,DSL,No,Yes,No,No,No,Yes,Female,0,No,No,Yes,No,0
21,61.38,1302.97,Month-to-month,Electronic check,DSL,Yes,No,No,No,No,No,Female,0,Yes,No,Yes,Yes,0
17,95.73,1607.12,One year,Electronic check,Fiber optic,No,No,No,Yes,Yes,Yes,Male,0,No,No,Yes,Yes,0
22,17.45,395.76,Month-to-month,Bank transfer,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,Yes,No,Yes,No,0
45,77.06,3365.94,One year,Bank transfer,Fiber optic,No,No,No,No,Yes,No,Female,0,No,No,Yes,No,0
44,62.78,2830.37,Two year,Credit card,DSL,Yes,No,No,No,No,Yes,Female,0,Yes,No,Yes,Yes,0
57,45.3,2664.48,Two year,Bank transfer,DSL,No,No,No,No,No,No,Male,0,No,No,Yes,No,0
22,22.58,512.91,One year,Bank transfer,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,No,No,Yes,Yes,0
12,58.11,689.57,Month-to-month,Bank transfer,DSL,Yes,No,Yes,Yes,No,No,Female,0,Yes,Yes,Yes,No,1
57,65.85,3817.38,One year,Electronic check,DSL,No,No,No,No,Yes,Yes,Female,0,No,No,Yes,No,0
23,20.61,469.68,Month-to-month,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,1,No,Yes,Yes,No,0
18,53.55,998.52,One year,Bank transfer,DSL,No,No,No,No,Yes,No,Male,1,Yes,No,No,No phone service,0
17,67.95,1165.83,Two year,Mailed check,DSL,No,No,Yes,No,Yes,Yes,Female,0,No,No,Yes,Yes,0
51,83.63,4116.37,One year,Mailed check,Fiber optic,No,No,No,No,No,Yes,Female,0,Yes,Yes,Yes,Yes,0
48,85.27,3962.58,One year,Electronic check,Fiber optic,Yes,Yes,No,No,No,Yes,Male,1,No,Yes,Yes,No,0
8,56.28,443.3,Month-to-month,Electronic check,DSL,Yes,Yes,No,Yes,No,No,Male,0,No,No,Yes,No,0
15,90.64,1406.06,Month-to-month,Bank transfer,Fiber optic,Yes,Yes,No,No,Yes,No,Female,0,No,No,No,No phone service,1
21,91.88,1837.66,Month-to-month,Credit card,Fiber optic,Yes,No,No,Yes,Yes,No,Female,0,Yes,No,Yes,Yes,0
27,84.74,2225.41,Month-to-month,Electronic check,Fiber optic,No,No,No,Yes,No,Yes,Female,0,Yes,No,Yes,Yes,1
3,84.67,246.09,Month-to-month,Electronic check,Fiber optic,No,No,No,No,No,Yes,Female,1,No,Yes,Yes,Yes,1
33,91.2,2926.29,Month-to-month,Electronic check,Fiber optic,Yes,No,No,Yes,Yes,No,Male,0,Yes,No,Yes,No,0
17,64.55,1058.0,Month-to-month,Mailed check,DSL,No,No,Yes,No,Yes,Yes,Male,0,No,No,Yes,No,1
19,84.69,1546.43,One year,Electronic check,Fiber optic,No,No,Yes,No,No,Yes,Male,1,No,No,Yes,No,0
27,23.46,664.15,Two year,Credit card,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,Yes,Yes,Yes,No,0
11,94.26,1004.14,Month-to-month,Electronic check,Fiber optic,Yes,No,No,Yes,Yes,No,Female,0,No,No,Yes,Yes,0
10,86.4,832.87,Month-to-month,Bank transfer,Fiber optic,No,Yes,No,No,Yes,No,Female,0,No,No,Yes,Yes,1
14,80.39,1173.84,Month-to-month,Bank transfer,Fiber optic,Yes,No,No,No,Yes,No,Male,0,Yes,Yes,No,No phone service,0
31,15.77,510.67,Month-to-month,Bank transfer,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,No,Yes,Yes,No,0
23,70.99,1685.85,Month-to-month,Electronic check,Fiber optic,No,No,No,No,No,No,Male,0,No,No,Yes,Yes,1
12,103.08,1218.02,Month-to-month,Bank transfer,Fiber optic,No,No,Yes,Yes,Yes,Yes,Male,0,No,No,Yes,Yes,0
25,62.52,1598.21,Two year,Credit card,DSL,No,Yes,No,No,Yes,No,Female,0,No,No,Yes,No,0
12,25.63,299.06,One year,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,1,Yes,No,Yes,Yes,0
31,27.29,851.72,Month-to-month,Credit card,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,Yes,No,Yes,Yes,0
27,24.34,652.73,Month-to-month,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,No,No,Yes,No,1
30,27.48,820.89,Month-to-month,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,Yes,No,Yes,Yes,0
25,91.23,2265.36,Month-to-month,Mailed check,Fiber optic,No,Yes,No,No,Yes,No,Male,0,Yes,No,Yes,Yes,1
58,69.07,3890.76,Two year,Electronic check,DSL,Yes,No,No,Yes,No,Yes,Female,0,No,No,Yes,No,0
31,58.59,1814.71,Month-to-month,Electronic check,DSL,Yes,No,Yes,No,No,No,Female,0,No,No,Yes,Yes,0
15,56.96,841.07,Month-to-month,Bank transfer,DSL,No,No,No,Yes,No,Yes,Male,0,Yes,No,Yes,No,0
40,28.17,1171.63,Two year,Credit card,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,No,No,Yes,Yes,0
15,21.0,302.79,Month-to-month,Credit card,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,Yes,No,Yes,No,0
18,25.54,473.35,Month-to-month,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,Yes,No,Yes,Yes,0
1,79.95,80.33,Month-to-month,Mailed check,Fiber optic,No,No,No,No,No,Yes,Male,1,No,No,Yes,No,1
60,97.79,5902.44,One year,Mailed check,Fiber optic,Yes,No,No,Yes,Yes,Yes,Female,1,Yes,Yes,No,No phone service,0
37,22.34,849.43,One year,Credit card,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,Yes,No,Yes,Yes,0
40,22.07,869.0,Two year,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,No,No,Yes,No,0
19,85.39,1561.0,Month-to-month,Credit card,Fiber optic,Yes,Yes,No,No,No,No,Male,0,Yes,No,Yes,Yes,0
71,71.66,4901.36,One year,Bank transfer,DSL,No,No,Yes,No,Yes,Yes,Female,0,Yes,Yes,Yes,Yes,0
58,82.76,5027.4,One year,Electronic check,Fiber optic,No,No,Yes,Yes,No,No,Female,0,Yes,No,Yes,Yes,0
32,84.88,2599.91,Month-to-month,Mailed check,Fiber optic,Yes,No,No,Yes,No,No,Female,1,No,No,Yes,Yes,0
12,97.97,1206.47,Two year,Electronic check,Fiber optic,Yes,No,No,Yes,No,Yes,Male,1,Yes,Yes,Yes,Yes,0
35,56.81,2045.36,Two year,Bank transfer,DSL,Yes,No,No,No,No,No,Male,0,No,No,Yes,Yes,0
28,87.98,2486.39,Two year,Credit card,Fiber optic,No,No,Yes,Yes,No,Yes,Male,0,No,Yes,Yes,No,0
43,62.46,2703.36,One year,Bank transfer,DSL,No,Yes,No,Yes,Yes,No,Male,0,No,No,Yes,No,0
68,72.55,4928.99,One year,Credit card,Fiber optic,No,No,No,Yes,No,No,Female,1,Yes,No,Yes,Yes,0
35,60.45,2061.2,Month-to-month,Bank transfer,DSL,Yes,Yes,No,No,No,Yes,Male,0,No,No,Yes,No,0
39,53.49,2170.29,Month-to-month,Electronic check,DSL,No,No,No,No,No,Yes,Male,1,No,Yes,No,No phone service,0
29,74.86,2119.42,Month-to-month,Electronic check,Fiber optic,No,No,No,No,No,No,Male,1,No,Yes,Yes,Yes,1
16,91.55,1393.46,Month-to-month,Electronic check,Fiber optic,Yes,Yes,No,Yes,Yes,No,Male,0,No,No,Yes,No,1
30,66.41,1991.76,Two year,Electronic check,DSL,No,No,No,Yes,Yes,No,Male,0,No,No,Yes,Yes,0
60,26.21,1569.49,One year,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,No,No,Yes,Yes,0
47,22.23,1065.57,One year,Bank transfer,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,Yes,No,Yes,No,0
25,20.26,514.22,Month-to-month,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,No,No,Yes,No,0
27,88.16,2455.25,Two year,Bank transfer,Fiber optic,No,No,Yes,Yes,No,Yes,Male,0,Yes,No,Yes,No,0
57,78.63,4549.36,Two year,Electronic check,DSL,Yes,No,No,Yes,Yes,Yes,Male,0,Yes,No,Yes,Yes,0
54,69.29,3560.32,Two year,Electronic check,DSL,Yes,No,No,No,Yes,Yes,Male,0,Yes,Yes,Yes,No,0
2,23.5,48.76,Month-to-month,Bank transfer,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,No,No,Yes,No,0
3,73.47,215.0,Month-to-month,Electronic check,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,Yes,Yes,1
22,28.98,612.02,Month-to-month,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,1,Yes,No,Yes,Yes,0
26,61.15,1524.5,Month-to-month,Bank transfer,DSL,No,Yes,No,No,No,Yes,Male,0,No,No,Yes,No,0
32,16.93,526.43,Month-to-month,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,No,Yes,Yes,No,0
16,30.57,472.8,Month-to-month,Credit card,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,1,No,Yes,Yes,Yes,0
18,88.94,1549.81,Month-to-month,Electronic check,Fiber optic,Yes,No,Yes,No,No,Yes,Male,0,Yes,Yes,Yes,Yes,0
17,23.15,394.9,Two year,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,Yes,Yes,Yes,Yes,0
10,21.31,206.88,Month-to-month,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,1,Yes,No,Yes,Yes,1
